Waterbody Type,Constituent Group,Constituent,TADA.Constituent,Fraction,Use,Use Description,Type,Magnitude_Text,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source,Listing Methodology,DEC Use,DEC Use Description,Notes
Freshwater,Toxics,"Dichloroethylene trans-1,2-","TRANS-1,2-DICHLOROETHYLENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,700,700,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Dichloroethylene trans-1,2-","TRANS-1,2-DICHLOROETHYLENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,140000,140000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Dichlorophenol 2, 4-","2,4-DICHLOROPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,93,93,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Dichlorophenol 2, 4-","2,4-DICHLOROPHENOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,790,790,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Dichlorophenoxy 2, 4-Acetic Acid (2,4-D)","2,4-D",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,70,70,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"Dichloropropane 1, 2-","1,2-DICHLOROPROPANE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.24,0.24,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.056,0.056,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.71,0.71,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Marine,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0019,0.0019,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Di(2-ethylhexyl Adipate,"2,4-DICHLOROPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,400,400,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Di(2-ethylhexyl) Phthalate,DI(2-ETHYLHEXYL) PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,6,6,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Diethyl Phthalate,DIETHYL PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,23000,23000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Diethyl Phthalate,DIETHYL PHTHALATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,120000,120000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Dimethylphenol 2, 4-","2,4-DIMETHYLPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,540,540,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Dimethylphenol 2, 4-","2,4-DIMETHYLPHENOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2300,2300,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Dimethyl Phthalate,DIMETHYL PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,313000,313000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Dimethyl Phthalate,DIMETHYL PHTHALATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2900000,2900000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Di-n-butyl Phthalate,DIBUTYL PHTHALATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2700,2700,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Di-n-butyl Phthalate,DIBUTYL PHTHALATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,12000,12000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Dinitrophenol 2, 4-","2,4-DINITROPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,70,70,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Dinitrophenol 2, 4-","2,4-DINITROPHENOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,14000,14000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Dinoseb,DINOSEB,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,7,7,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Dioxin,"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.00003,0.00003,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Diquat,DIQUAT,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,20,20,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Endosulfan Sulfate,ENDOSULFAN SULFATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,110,110,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Endosulfan Sulfate,ENDOSULFAN SULFATE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,240,240,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Endothall,ENDOTHALL,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,100,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.086,0.086,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.036,0.036,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.037,0.037,ug/L,Maximum,1 in most recent 3 years,24-hour max,,,CALM,Aquatic Life,,
Marine,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0023,0.0023,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Endrin,ENDRIN,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.76,0.76,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,0.81,0.81,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Endrin Aldehyde,ENDRIN ALDEHYDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.76,0.76,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Endrin Aldehyde,ENDRIN ALDEHYDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,0.81,0.81,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Marine,Toxics,Ethylbenzene,ETHYLBENZENE,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,29000,29000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,"Removed ""dissolved"" as fraction"
Freshwater,Toxics,Ethylbenzene,ETHYLBENZENE,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,3100,3100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,"Removed ""dissolved"" as fraction"
Freshwater,Toxics,Ethylbenzene,ETHYLBENZENE,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,700,700,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing","Removed ""dissolved"" as fraction"
Freshwater,Toxics,Ethylene Dibromide,ETHYLENE DIBROMIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.05,0.05,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Fluoranthene,FLUORANTHENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,300,300,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Fluoranthene,FLUORANTHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,370,370,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Fluorene,FLUORENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1300,1300,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Fluorene,FLUORENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,14000,14000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Fluoride,FLUORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,4000,4000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Fluoride,FLUORIDE,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,1000,1000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,Stock Watering,
Freshwater,Toxics,Glyphosate,GLYPHOSATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,700,700,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Gross alpha,,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,15,15,pCi/l,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Gross beta,,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,4,4,millirems,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Guthion,AZINPHOS-METHYL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.01,0.01,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Guthion,AZINPHOS-METHYL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.01,0.01,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Halocetic Acids (HAA5)(five),HALOACETIC ACIDS,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,60,60,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Heptachlor,HEPTACHLOR,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.4,0.4,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.52,0.52,ug/L,Maximum,1 in most recent 3 years,24-hour max,,,CALM,Aquatic Life,,
Freshwater,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0038,0.0038,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.053,0.053,ug/L,Maximum,1 in most recent 3 years,24-hour max,,,CALM,Aquatic Life,,
Marine,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0036,0.0036,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.2,0.2,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.052,0.052,ug/L,Maximum,1 in most recent 3 years,24-hour max,,,CALM,Aquatic Life,,
Freshwater,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0038,0.0038,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.053,0.053,ug/L,Maximum,1 in most recent 3 years,24-hour max,,,CALM,Aquatic Life,,
Marine,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0036,0.0036,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Hexachloro-benzene,HEXACHLOROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1,1,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Hexachloro-cyclopentadiene,HEXACHLOROCYCLOPENTADIENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,50,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Hexachloro-cyclopentadiene,HEXACHLOROCYCLOPENTADIENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,240,240,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Hexachloro-cyclopentadiene,HEXACHLOROCYCLOPENTADIENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,17000,17000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Hydrogen Sulfide,HYDROGEN SULFIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2,2,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,"Toxics manual also refers to Sulfide, undissociated hydrogen sulfide",AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Hydrogen Sulfide,HYDROGEN SULFIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2,2,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,"Toxics manual also refers to Sulfide, undissociated hydrogen sulfide",AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Iron,IRON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,1000,1000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Iron,IRON,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,5000,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Lead,LEAD,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,See equation,,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Lead,LEAD,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,See equation,,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,5000,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,50,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,
Marine,Toxics,Lead,LEAD,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,210,210,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Lead,LEAD,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,8.1,8.1,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Lindane (gamma-BHC),LINDANE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.2,0.2,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Lindane (gamma-BHC),LINDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.95,0.95,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Marine,Toxics,Lindane (gamma-BHC),LINDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.16,0.16,ug/L,Maximum,1 in most recent 3 years,24-hour max,,,CALM,Aquatic Life,,
Freshwater,Toxics,Lithium,LITHIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2500,2500,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Malathion,MALATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.1,0.1,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,1-hour average,,,CALM,Aquatic Life,,
Marine,Toxics,Malathion,MALATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.1,0.1,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,1-hour average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Manganese,MANGANESE,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,300,300,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Marine,Toxics,Manganese ,MANGANESE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,100,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Manganese,MANGANESE,Total,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,200,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Mercury,MERCURY,Total Recoverable  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2.4,2.4,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Mercury,MERCURY,Total Recoverable  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.012,0.012,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Mercury,MERCURY,Total Recoverable  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,0.051,0.051,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Mercury,MERCURY,Total Recoverable  ,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.05,0.05,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Water and Aquatic Organisms,total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Mercury,MERCURY,Total Recoverable  ,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2,2,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
