Waterbody Type,Constituent Group,Constituent,TADA.CharacteristicName,Fraction,Use,Use Description,Type,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source,Listing Methodology,DEC Use,DEC Use Description,Notes,AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency,Exceed_Num,Exceed_Freq,Exceed,Binomial_Value,Exceed_Binomial
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040104_002_001,Ship Creek,RIVER/STREAM,River,NTU,NA,11,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040104_002_001,Ship Creek,RIVER/STREAM,River,NTU,NA,11,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040104_002_002,Ship Creek,RIVER/STREAM,River,NTU,NA,7,7,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040104_002_002,Ship Creek,RIVER/STREAM,River,NTU,NA,7,7,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040104_002_002,Ship Creek,RIVER/STREAM,River,NTU,NA,7,7,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040104_002_002,Ship Creek,RIVER/STREAM,River,NTU,NA,7,7,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040104_002_002,Ship Creek,RIVER/STREAM,River,NTU,NA,7,7,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,NTU,NA,20,13,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,NTU,NA,20,13,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,NTU,NA,20,13,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,NTU,NA,20,13,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,NTU,NA,20,13,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_004,Little Campbell Creek,RIVER/STREAM,River,NTU,NA,17,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_004,Little Campbell Creek,RIVER/STREAM,River,NTU,NA,17,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_004,Little Campbell Creek,RIVER/STREAM,River,NTU,NA,17,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_004,Little Campbell Creek,RIVER/STREAM,River,NTU,NA,17,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040106_004,Little Campbell Creek,RIVER/STREAM,River,NTU,NA,17,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,NTU,NA,19,14,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,NTU,NA,19,14,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,NTU,NA,19,14,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,NTU,NA,19,14,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_003,Chester Creek,RIVER/STREAM,River,NTU,NA,19,14,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_001,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,16,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_001,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,16,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_001,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,16,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_001,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,16,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_001,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,16,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_002,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,8,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_002,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,8,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_002,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,8,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_002,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,8,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_004_002,Cottonwood Creek,RIVER/STREAM,River,NTU,NA,8,8,1,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,NTU,NA,18,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,NTU,NA,18,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,NTU,NA,18,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,NTU,NA,18,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040108_022,Wasilla Creek,RIVER/STREAM,River,NTU,NA,18,11,2,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040203_007,Hicks Creek,RIVER/STREAM,River,NTU,NA,143,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040203_007,Hicks Creek,RIVER/STREAM,River,NTU,NA,143,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040203_007,Hicks Creek,RIVER/STREAM,River,NTU,NA,143,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040203_007,Hicks Creek,RIVER/STREAM,River,NTU,NA,143,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040203_007,Hicks Creek,RIVER/STREAM,River,NTU,NA,143,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040204_013,Purinton Creek,RIVER/STREAM,River,NTU,NA,125,39,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040204_013,Purinton Creek,RIVER/STREAM,River,NTU,NA,125,39,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040204_013,Purinton Creek,RIVER/STREAM,River,NTU,NA,125,39,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040204_013,Purinton Creek,RIVER/STREAM,River,NTU,NA,125,39,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040204_013,Purinton Creek,RIVER/STREAM,River,NTU,NA,125,39,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_003,California Creek,RIVER/STREAM,River,NTU,NA,155,50,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_003,California Creek,RIVER/STREAM,River,NTU,NA,155,50,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_003,California Creek,RIVER/STREAM,River,NTU,NA,155,50,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_003,California Creek,RIVER/STREAM,River,NTU,NA,155,50,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_003,California Creek,RIVER/STREAM,River,NTU,NA,155,50,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_004,Chickaloon River,RIVER/STREAM,River,NTU,NA,143,46,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_004,Chickaloon River,RIVER/STREAM,River,NTU,NA,143,46,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_004,Chickaloon River,RIVER/STREAM,River,NTU,NA,143,46,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_004,Chickaloon River,RIVER/STREAM,River,NTU,NA,143,46,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040205_004,Chickaloon River,RIVER/STREAM,River,NTU,NA,143,46,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040206_001,Kings River,RIVER/STREAM,River,NTU,NA,142,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040206_001,Kings River,RIVER/STREAM,River,NTU,NA,142,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040206_001,Kings River,RIVER/STREAM,River,NTU,NA,142,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040206_001,Kings River,RIVER/STREAM,River,NTU,NA,142,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040206_001,Kings River,RIVER/STREAM,River,NTU,NA,142,44,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_001,Buffalo Creek,RIVER/STREAM,River,NTU,NA,48,14,5,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_001,Buffalo Creek,RIVER/STREAM,River,NTU,NA,48,14,5,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_001,Buffalo Creek,RIVER/STREAM,River,NTU,NA,48,14,5,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_001,Buffalo Creek,RIVER/STREAM,River,NTU,NA,48,14,5,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_001,Buffalo Creek,RIVER/STREAM,River,NTU,NA,48,14,5,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_005,Eska Creek,RIVER/STREAM,River,NTU,NA,258,45,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_005,Eska Creek,RIVER/STREAM,River,NTU,NA,258,45,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,SECONDARY RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_005,Eska Creek,RIVER/STREAM,River,NTU,NA,258,45,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,AQUACULTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_005,Eska Creek,RIVER/STREAM,River,NTU,NA,258,45,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_005,Eska Creek,RIVER/STREAM,River,NTU,NA,258,45,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
Freshwater,Turbidity,NA,TURBIDITY,NA,WATER RECREATION,CONTACT RECREATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK_R_2040207_008,Granite Creek,RIVER/STREAM,River,NTU,NA,115,36,6,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,NA,NA,NA,NA,NA
