AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Constituent Group,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_R_8030403_004,Phelan Creek,RIVER/STREAM,River,TOTAL DISSOLVED SOLIDS,MG/L,,1,1,1,Freshwater,,Dissolved Inorganic Substances,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_8030403_004,Phelan Creek,RIVER/STREAM,River,TOTAL DISSOLVED SOLIDS,MG/L,,1,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_8030403_004,Phelan Creek,RIVER/STREAM,River,TOTAL DISSOLVED SOLIDS,MG/L,,1,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_8030403_004,Phelan Creek,RIVER/STREAM,River,TOTAL DISSOLVED SOLIDS,MG/L,,1,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_8030405_006,Delta River,RIVER/STREAM,River,SULFATE,MG/L,,1,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,"1,2-DICHLOROBENZENE-D4",UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,"1,2-DICHLOROBENZENE-D4",UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,"1,4-DICHLOROBENZENE-D4",UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,"1,4-DICHLOROBENZENE-D4",UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,BENZENE,UG/L,,4,4,2,Freshwater,,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,CHLOROBENZENE,UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,CHLOROBENZENE,UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,COPPER,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,COPPER,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,COPPER,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,COPPER,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,17,17,3,Freshwater,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,17,17,3,Freshwater,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,17,17,3,Freshwater,,Dissolved Gas,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,17,17,3,Freshwater,,Dissolved Gas,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,17,17,3,Freshwater,,Dissolved Gas,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,17,17,3,Freshwater,,Dissolved Gas,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,17,17,3,Freshwater streams and rivers,,Dissolved Gas,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,ESCHERICHIA COLI,CFU/100ML,,10,10,2,Freshwater,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,ETHYLBENZENE,UG/L,,4,4,2,Freshwater,,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,ETHYLBENZENE,UG/L,,4,4,2,Freshwater,,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,Bacteria,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,Bacteria,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,LEAD,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,LEAD,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,LEAD,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,LEAD,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,MERCURY,UG/L,TOTAL,5,5,2,Freshwater,Total,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,MERCURY,UG/L,TOTAL,5,5,2,Freshwater,Total,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,MERCURY,UG/L,TOTAL,5,5,2,Freshwater,Total,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,MERCURY,UG/L,TOTAL,5,5,2,Freshwater,Total,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,MERCURY,UG/L,TOTAL,5,5,2,Freshwater,Total,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,SELENIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,SELENIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,TOLUENE,UG/L,,4,4,2,Freshwater,,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,TOLUENE,UG/L,,4,4,2,Freshwater,,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,TOTAL AROMATIC HYDROCARBONS,UG/L,TOTAL,4,4,2,Freshwater,Total,Petroleum Hydrocarbons,WATER SUPPLY,AQUACULTURE,,2 years,20,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,TURBIDITY,NTU,,15,15,3,Freshwater,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,TURBIDITY,NTU,,15,15,3,Freshwater,,Turbidity,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,TURBIDITY,NTU,,15,15,3,Freshwater,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,TURBIDITY,NTU,,15,15,3,Freshwater,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,TURBIDITY,NTU,,15,15,3,Freshwater,,Turbidity,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,ZINC,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,ZINC,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,ZINC,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,ZINC,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030606_001,Chena River,RIVER/STREAM,River,ZINC,UG/L,TOTAL,1,1,1,Freshwater,Total,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,"1,2-DICHLOROBENZENE-D4",UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,"1,2-DICHLOROBENZENE-D4",UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,"1,4-DICHLOROBENZENE-D4",UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,"1,4-DICHLOROBENZENE-D4",UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,BENZENE,UG/L,,4,4,2,Freshwater,,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,CADMIUM,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,CHLOROBENZENE,UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,CHLOROBENZENE,UG/L,DISSOLVED,4,4,2,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,COPPER,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,COPPER,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,COPPER,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,COPPER,UG/L,DISSOLVED,13,13,3,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,19,19,3,Freshwater,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,19,19,3,Freshwater,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,19,19,3,Freshwater,,Dissolved Gas,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,19,19,3,Freshwater,,Dissolved Gas,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,19,19,3,Freshwater,,Dissolved Gas,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,19,19,3,Freshwater,,Dissolved Gas,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,DISSOLVED OXYGEN (DO),MG/L,,19,19,3,Freshwater streams and rivers,,Dissolved Gas,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,ESCHERICHIA COLI,CFU/100ML,,15,15,3,Freshwater,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,ETHYLBENZENE,UG/L,,4,4,2,Freshwater,,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,ETHYLBENZENE,UG/L,,4,4,2,Freshwater,,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,15,15,3,Freshwater,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,15,15,3,Freshwater,,Bacteria,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,15,15,3,Freshwater,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,15,15,3,Freshwater,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_8030609_003,Chena River,RIVER/STREAM,River,FECAL COLIFORM,CFU/100ML,,15,15,3,Freshwater,,Bacteria,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
